age,workclass,education,sex,hours_per_week,native_country,income
37,Private,Prof-school,Male,40,United-States,<=50K
49,Private,Bachelors,Female,40,United-States,<=50K
33,Local-gov,Assoc-voc,Male,48,United-States,>50K
27,Private,Some-college,Male,40,United-States,>50K
34,Local-gov,Some-college,Female,35,United-States,<=50K
54,State-gov,Masters,Female,40,China,<=50K
24,Self-emp-inc,Some-college,Male,40,United-States,<=50K
44,Self-emp-not-inc,Prof-school,Male,60,United-States,>50K
48,Self-emp-not-inc,Bachelors,Male,50,United-States,<=50K
23,Private,HS-grad,Female,40,United-States,<=50K
29,Private,HS-grad,Male,38,United-States,<=50K
21,Private,Assoc-acdm,Female,,United-States,<=50K
18,Private,12th,Female,32,United-States,<=50K
18,Private,9th,Female,32,United-States,<=50K
29,Private,HS-grad,Male,40,United-States,<=50K
29,Private,HS-grad,Male,40,United-States,<=50K
41,Private,HS-grad,Female,40,United-States,<=50K
32,Private,HS-grad,Male,40,United-States,<=50K
61,Private,10th,Female,24,United-States,<=50K
79,Private,HS-grad,Male,,United-States,<=50K
34,Private,Assoc-acdm,Male,40,United-States,<=50K
46,Private,Bachelors,Male,40,United-States,>50K
50,Self-emp-not-inc,Assoc-voc,Male,60,United-States,>50K
29,Private,HS-grad,Male,40,United-States,<=50K
64,Private,Some-college,Female,40,United-States,<=50K
51,Private,Assoc-voc,Male,40,Greece,<=50K
20,,Some-college,Female,40,United-States,<=50K
29,Private,HS-grad,Male,40,United-States,<=50K
49,Private,Bachelors,Male,40,Philippines,<=50K
77,Self-emp-inc,Some-college,Male,40,United-States,<=50K
32,Private,HS-grad,Female,35,United-States,<=50K
27,Private,Bachelors,Female,40,United-States,>50K
22,Private,Some-college,Female,40,United-States,<=50K
35,Local-gov,HS-grad,Male,40,Cuba,>50K
35,State-gov,HS-grad,Male,40,United-States,<=50K
62,,HS-grad,Male,40,United-States,<=50K
45,Private,Some-college,Female,55,United-States,<=50K
38,Private,HS-grad,Male,40,United-States,<=50K
26,Private,HS-grad,Male,45,United-States,<=50K
29,Private,Bachelors,Female,45,United-States,<=50K
33,Private,Bachelors,Male,40,United-States,>50K
35,Self-emp-not-inc,HS-grad,Male,80,Puerto-Rico,<=50K
42,Private,Some-college,Male,40,United-States,<=50K
20,Private,Assoc-voc,Female,20,United-States,<=50K
43,Federal-gov,Masters,Male,40,United-States,>50K
69,Private,11th,Male,45,United-States,<=50K
39,Private,HS-grad,Male,40,United-States,<=50K
37,Private,HS-grad,Male,40,Portugal,<=50K
28,Private,Some-college,Male,40,United-States,<=50K
26,Federal-gov,Bachelors,Male,40,United-States,<=50K
32,Private,Some-college,Male,30,United-States,<=50K
43,Federal-gov,Bachelors,Male,40,United-States,>50K
49,Private,HS-grad,Male,30,Hungary,<=50K
28,Private,7th-8th,Male,60,Mexico,<=50K
35,Local-gov,HS-grad,Male,40,United-States,>50K
57,Private,HS-grad,Female,40,United-States,<=50K
45,Private,9th,Male,40,United-States,<=50K
45,Private,HS-grad,Male,40,United-States,<=50K
42,Private,HS-grad,Female,40,United-States,<=50K
35,Private,Bachelors,Male,40,Vietnam,<=50K
45,Private,Bachelors,Male,50,United-States,>50K
28,Federal-gov,Bachelors,Male,40,United-States,<=50K
64,Self-emp-inc,Assoc-voc,Male,10,United-States,<=50K
44,Local-gov,Prof-school,Female,40,United-States,<=50K
59,Self-emp-not-inc,HS-grad,Male,40,United-States,>50K
41,Private,HS-grad,Male,40,United-States,<=50K
21,Private,Some-college,Male,25,United-States,<=50K
22,Private,HS-grad,Male,40,United-States,<=50K
49,Private,HS-grad,Female,40,United-States,<=50K
53,Private,Assoc-acdm,Male,80,United-States,>50K
23,Private,Some-college,Male,40,United-States,<=50K
20,Private,HS-grad,Female,40,Mexico,<=50K
40,Private,Bachelors,Female,40,United-States,<=50K
25,Private,Bachelors,Female,40,United-States,<=50K
27,Private,Some-college,Female,40,United-States,<=50K
20,Private,HS-grad,Male,30,United-States,<=50K
37,Private,HS-grad,Female,20,United-States,<=50K
40,Local-gov,HS-grad,Male,40,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Female,40,United-States,<=50K
42,Private,Bachelors,Female,40,United-States,<=50K
20,Private,HS-grad,Male,45,United-States,<=50K
62,State-gov,Bachelors,Male,38,United-States,<=50K
31,Private,Some-college,Male,40,United-States,<=50K
31,Self-emp-not-inc,HS-grad,Male,60,United-States,<=50K
24,Private,HS-grad,Male,40,United-States,<=50K
62,Local-gov,7th-8th,Female,35,United-States,<=50K
43,Local-gov,Some-college,Male,40,United-States,>50K
21,Private,Some-college,Male,50,United-States,<=50K
22,,HS-grad,Female,40,United-States,<=50K
18,Private,10th,Male,40,United-States,<=50K
59,Local-gov,Masters,Female,40,United-States,<=50K
49,Private,HS-grad,Male,40,United-States,<=50K
19,State-gov,11th,Male,30,United-States,<=50K
33,Private,10th,Female,45,United-States,<=50K
23,Private,Bachelors,Male,15,United-States,<=50K
33,Federal-gov,Prof-school,Female,65,United-States,>50K
50,Federal-gov,Some-college,Male,40,United-States,>50K
30,Private,Bachelors,Male,43,United-States,<=50K
21,Private,Some-college,Female,20,United-States,<=50K
23,Private,Bachelors,Female,21,United-States,<=50K
32,Private,Bachelors,Female,40,United-States,<=50K
57,Private,HS-grad,Male,40,United-States,<=50K
22,State-gov,Some-college,Male,10,United-States,<=50K
70,Private,HS-grad,Female,,United-States,<=50K
34,Private,Some-college,Male,84,United-States,>50K
53,Private,Masters,Female,40,United-States,<=50K
21,Private,Some-college,Male,45,United-States,<=50K
37,Private,HS-grad,Male,40,United-States,<=50K
32,Private,10th,Male,80,United-States,>50K
57,Private,HS-grad,Male,40,United-States,<=50K
65,,HS-grad,Male,40,United-States,<=50K
25,Private,Some-college,Male,30,United-States,<=50K
30,Private,HS-grad,Male,46,United-States,<=50K
31,Private,HS-grad,Female,40,Germany,<=50K
19,Private,Some-college,Male,35,United-States,<=50K
23,State-gov,Bachelors,Male,38,United-States,<=50K
44,Private,HS-grad,Male,40,United-States,<=50K
43,,Some-college,Male,45,United-States,>50K
42,Private,Some-college,Female,40,United-States,<=50K
34,Self-emp-not-inc,11th,Male,40,United-States,<=50K
32,Private,HS-grad,Male,40,United-States,>50K
25,Private,Assoc-voc,Female,40,United-States,<=50K
21,Private,Some-college,Female,40,United-States,<=50K
31,Private,HS-grad,Female,60,Jamaica,<=50K
36,Local-gov,Assoc-voc,Female,40,United-States,<=50K
49,Self-emp-not-inc,Some-college,Male,65,Poland,<=50K
44,Private,Bachelors,Female,32,United-States,<=50K
42,Private,Assoc-voc,Male,40,United-States,>50K
30,Private,HS-grad,Male,99,United-States,<=50K
33,Private,10th,Male,40,United-States,<=50K
36,Self-emp-not-inc,Bachelors,Male,45,United-States,>50K
17,Private,10th,Male,30,United-States,<=50K
20,Private,Some-college,Male,25,United-States,<=50K
32,Private,HS-grad,Male,50,United-States,<=50K
33,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
37,Private,Some-college,Female,60,United-States,<=50K
60,Private,10th,Male,48,United-States,<=50K
35,State-gov,Some-college,Female,15,United-States,<=50K
43,Federal-gov,Bachelors,Female,40,United-States,<=50K
46,Private,Some-college,Male,40,United-States,>50K
36,Private,Bachelors,Male,42,United-States,>50K
27,Private,HS-grad,Male,40,United-States,>50K
50,Private,Some-college,Male,84,United-States,>50K
22,Private,Some-college,Female,44,United-States,<=50K
33,State-gov,Masters,Male,60,United-States,<=50K
61,Private,10th,Female,40,United-States,<=50K
28,,Assoc-voc,Female,40,United-States,<=50K
41,Self-emp-not-inc,Assoc-voc,Male,70,United-States,>50K
22,Private,Some-college,Male,40,United-States,<=50K
27,Private,Bachelors,Female,40,United-States,<=50K
25,Private,HS-grad,Male,40,United-States,<=50K
28,Private,Masters,Male,50,United-States,<=50K
28,Private,Some-college,Male,40,United-States,<=50K
37,Local-gov,Bachelors,Female,30,United-States,>50K
58,Private,HS-grad,Female,37,United-States,<=50K
39,Private,HS-grad,Male,40,United-States,<=50K
33,Private,Some-college,Female,40,United-States,<=50K
59,Private,10th,Male,40,United-States,>50K
58,Private,Bachelors,Female,20,United-States,<=50K
38,Private,Assoc-voc,Male,36,Philippines,>50K
34,Private,Some-college,Male,40,United-States,<=50K
31,Private,Some-college,Male,40,United-States,<=50K
48,Local-gov,HS-grad,Male,40,United-States,>50K
65,,HS-grad,Male,40,United-States,<=50K
45,Private,HS-grad,Male,50,United-States,<=50K
23,Private,HS-grad,Female,40,United-States,<=50K
33,Private,Masters,Male,37,United-States,>50K
38,Self-emp-not-inc,Some-college,Male,40,United-States,<=50K
44,Self-emp-not-inc,Masters,Male,40,United-States,>50K
40,State-gov,HS-grad,Male,40,United-States,<=50K
19,Local-gov,HS-grad,Female,40,United-States,<=50K
45,Private,Bachelors,Female,40,United-States,<=50K
34,Private,Some-college,Female,40,United-States,<=50K
70,Private,Some-college,Male,80,United-States,<=50K
32,Local-gov,Masters,Male,60,United-States,<=50K
33,Private,Assoc-voc,Female,40,United-States,<=50K
24,Private,Bachelors,Female,40,United-States,<=50K
30,Local-gov,Bachelors,Female,15,United-States,<=50K
22,Private,Some-college,Male,25,United-States,<=50K
55,Private,Assoc-voc,Female,20,United-States,<=50K
29,Private,HS-grad,Female,40,United-States,<=50K
62,Private,HS-grad,Male,16,United-States,<=50K
22,Private,HS-grad,Female,40,United-States,<=50K
64,State-gov,9th,Male,40,United-States,<=50K
29,Self-emp-not-inc,Bachelors,Male,50,United-States,<=50K
28,Private,Some-college,Male,40,United-States,<=50K
25,Private,HS-grad,Male,40,United-States,<=50K
26,Private,Bachelors,Male,40,United-States,>50K
18,Private,12th,Male,27,United-States,<=50K
48,Local-gov,Bachelors,Female,50,United-States,>50K
36,Private,HS-grad,Male,40,Haiti,<=50K
23,Private,Assoc-voc,Female,30,United-States,<=50K
41,Private,HS-grad,Male,40,United-States,<=50K
56,State-gov,HS-grad,Male,38,United-States,>50K
53,Private,HS-grad,Male,40,United-States,<=50K
26,Private,Some-college,Female,40,United-States,<=50K
31,Private,Some-college,Male,40,Puerto-Rico,<=50K
46,Private,Some-college,Male,40,United-States,<=50K
32,Private,Some-college,Female,36,Puerto-Rico,<=50K
43,Self-emp-not-inc,HS-grad,Male,60,United-States,<=50K
37,State-gov,Masters,Male,38,United-States,<=50K
22,Local-gov,HS-grad,Male,50,United-States,<=50K
51,Federal-gov,HS-grad,Male,80,United-States,<=50K
47,Private,Some-college,Female,40,United-States,>50K
40,Private,HS-grad,Male,40,United-States,<=50K
46,Private,Some-college,Male,40,United-States,<=50K
23,,Some-college,Female,20,United-States,<=50K
30,Private,Some-college,Female,40,United-States,<=50K
27,Self-emp-not-inc,HS-grad,Male,65,United-States,>50K
31,Local-gov,Some-college,Female,35,United-States,<=50K
31,Private,1st-4th,Male,40,Mexico,<=50K
30,Private,HS-grad,Male,40,United-States,<=50K
50,Local-gov,Bachelors,Male,40,United-States,>50K
27,Private,Bachelors,Female,50,United-States,<=50K
22,,Some-college,Female,16,United-States,<=50K
29,Private,HS-grad,Male,50,United-States,>50K
28,Private,HS-grad,Male,60,United-States,<=50K
54,Private,Bachelors,Female,45,United-States,>50K
47,State-gov,Assoc-voc,Male,48,United-States,>50K
34,Private,HS-grad,Female,40,United-States,<=50K
26,Private,Some-college,Male,40,United-States,<=50K
53,,7th-8th,Male,35,United-States,<=50K
23,State-gov,Some-college,Male,60,United-States,<=50K
42,Local-gov,Masters,Male,40,United-States,<=50K
36,Self-emp-not-inc,HS-grad,Male,50,United-States,<=50K
52,Federal-gov,Bachelors,Male,45,United-States,>50K
22,,Some-college,Female,40,United-States,<=50K
27,Local-gov,Masters,Female,40,United-States,<=50K
42,Private,HS-grad,Female,40,United-States,<=50K
49,State-gov,HS-grad,Male,40,United-States,>50K
20,Private,Preschool,Male,32,United-States,<=50K
55,Self-emp-inc,HS-grad,Male,60,United-States,<=50K
47,Private,9th,Male,40,United-States,<=50K
33,Private,Masters,Male,33,United-States,>50K
36,Private,Some-college,Male,40,United-States,<=50K
39,Private,Doctorate,Female,80,United-States,<=50K
21,,Assoc-acdm,Male,15,United-States,<=50K
48,Private,Assoc-acdm,Male,45,United-States,<=50K
30,Private,Assoc-voc,Male,45,United-States,<=50K
24,Private,HS-grad,Male,50,United-States,<=50K
57,Self-emp-not-inc,HS-grad,Female,38,United-States,<=50K
20,Private,Some-college,Male,60,United-States,<=50K
36,Private,HS-grad,Female,40,United-States,>50K
44,Private,10th,Male,40,United-States,>50K
57,Private,HS-grad,Male,52,United-States,<=50K
33,Private,HS-grad,Male,40,United-States,<=50K
61,,7th-8th,Male,40,United-States,>50K
28,Private,HS-grad,Male,40,United-States,<=50K
60,Private,Assoc-acdm,Female,40,United-States,<=50K
36,Local-gov,Assoc-voc,Male,40,United-States,>50K
58,Private,HS-grad,Female,35,United-States,>50K
50,Private,Some-college,Male,38,United-States,<=50K
23,Local-gov,Bachelors,Female,12,United-States,<=50K
30,Private,HS-grad,Male,40,United-States,<=50K
20,,11th,Male,40,United-States,<=50K
49,Local-gov,Bachelors,Female,50,United-States,<=50K
34,Private,Doctorate,Male,40,Taiwan,>50K
37,Federal-gov,HS-grad,Female,40,United-States,<=50K
25,Private,10th,Female,50,United-States,<=50K
37,Private,Assoc-acdm,Female,40,United-States,<=50K
47,Private,HS-grad,Male,40,Mexico,<=50K
34,Private,HS-grad,Male,60,United-States,>50K
34,Private,Some-college,Male,40,United-States,<=50K
39,Private,Some-college,Male,40,United-States,<=50K
32,State-gov,7th-8th,Male,19,United-States,<=50K
24,Private,HS-grad,Female,30,United-States,<=50K
28,Private,Prof-school,Male,60,United-States,<=50K
69,,HS-grad,Female,,United-States,<=50K
32,Private,HS-grad,Male,90,United-States,<=50K
58,Private,HS-grad,Female,40,United-States,>50K
47,Self-emp-not-inc,HS-grad,Male,75,United-States,>50K
35,Self-emp-inc,HS-grad,Male,50,United-States,>50K
24,Private,Some-college,Male,20,Canada,<=50K
46,Self-emp-not-inc,HS-grad,Male,60,United-States,>50K
22,Private,Bachelors,Female,40,United-States,<=50K
36,State-gov,Masters,Female,40,United-States,<=50K
31,Private,Bachelors,Male,40,United-States,>50K
23,Local-gov,Bachelors,Male,30,United-States,<=50K
35,Private,Some-college,Female,40,United-States,<=50K
35,State-gov,Bachelors,Female,40,United-States,<=50K
18,Private,11th,Male,16,United-States,<=50K
43,Private,9th,Female,40,United-States,<=50K
53,State-gov,HS-grad,Male,40,United-States,<=50K
54,Local-gov,Some-college,Male,52,United-States,<=50K
29,Private,HS-grad,Female,40,United-States,<=50K
46,Private,Assoc-acdm,Female,47,Cuba,<=50K
24,Private,Some-college,Male,30,United-States,<=50K
30,Private,Some-college,Female,40,United-States,<=50K
23,Private,Some-college,Female,,United-States,<=50K
27,,Bachelors,Female,,Mexico,<=50K
36,Private,HS-grad,Male,40,United-States,<=50K
38,Self-emp-not-inc,Bachelors,Male,35,United-States,<=50K
33,Private,Masters,Male,15,United-States,<=50K
66,Private,Some-college,Male,40,Canada,<=50K
45,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
68,,HS-grad,Female,12,United-States,<=50K
17,Private,10th,Female,10,United-States,<=50K
31,Private,HS-grad,Male,40,United-States,>50K
46,Private,Bachelors,Male,55,United-States,>50K
40,Private,Bachelors,Male,40,United-States,<=50K
34,Private,Some-college,Male,40,United-States,<=50K
56,Private,10th,Male,45,United-States,<=50K
42,Private,Some-college,Female,41,United-States,<=50K
46,Private,Masters,Male,55,United-States,>50K
30,Private,HS-grad,Male,50,United-States,<=50K
33,Self-emp-not-inc,Bachelors,Male,40,United-States,>50K
47,Private,HS-grad,Female,40,United-States,<=50K
57,Self-emp-not-inc,Assoc-acdm,Male,40,United-States,<=50K
34,Private,11th,Male,40,United-States,<=50K
40,Private,HS-grad,Male,40,United-States,<=50K
33,Private,HS-grad,Male,40,United-States,>50K
22,Private,HS-grad,Male,40,United-States,<=50K
29,Private,12th,Female,35,,<=50K
36,Private,HS-grad,Female,40,Philippines,<=50K
36,Private,Some-college,Female,40,United-States,<=50K
18,Self-emp-not-inc,HS-grad,Male,11,United-States,<=50K
27,Private,HS-grad,Female,40,United-States,<=50K
30,Private,HS-grad,Male,40,United-States,<=50K
34,Private,Bachelors,Male,40,United-States,>50K
36,Private,Bachelors,Male,40,United-States,>50K
36,Self-emp-not-inc,7th-8th,Male,75,United-States,<=50K
48,Private,Masters,Male,40,United-States,<=50K
21,Private,5th-6th,Female,40,Mexico,<=50K
47,State-gov,Masters,Male,38,United-States,>50K
41,Private,1st-4th,Male,40,Mexico,<=50K
61,Self-emp-not-inc,1st-4th,Male,20,United-States,<=50K
64,Private,7th-8th,Male,40,United-States,<=50K
35,Private,Some-college,Male,40,United-States,<=50K
44,Private,HS-grad,Male,50,United-States,<=50K
20,Private,Some-college,Female,20,United-States,<=50K
23,Local-gov,Some-college,Female,70,United-States,<=50K
52,Private,10th,Female,35,United-States,<=50K
43,Private,Masters,Female,25,United-States,<=50K
32,Private,Bachelors,Male,40,United-States,<=50K
63,Private,Bachelors,Male,40,South,<=50K
29,Private,Some-college,Female,41,United-States,>50K
42,Self-emp-inc,Some-college,Male,60,Taiwan,<=50K
65,Private,10th,Female,28,United-States,<=50K
24,Private,HS-grad,Male,40,United-States,<=50K
42,Private,Some-college,Female,40,United-States,<=50K
35,Private,HS-grad,Male,40,United-States,<=50K
40,Self-emp-inc,Bachelors,Male,40,,>50K
38,Federal-gov,Some-college,Female,40,United-States,<=50K
26,Private,HS-grad,Female,50,United-States,<=50K
39,Private,Some-college,Female,20,United-States,<=50K
29,,Bachelors,Male,50,United-States,<=50K
42,Private,Doctorate,Male,36,United-States,>50K
36,Private,Bachelors,Male,45,United-States,>50K
26,Private,Some-college,Male,45,United-States,<=50K
55,Private,HS-grad,Male,40,United-States,<=50K
35,Private,Some-college,Male,55,United-States,>50K
41,Private,HS-grad,Female,40,,<=50K
24,Private,Some-college,Female,30,United-States,<=50K
47,Private,HS-grad,Male,40,United-States,<=50K
34,Self-emp-inc,Some-college,Male,60,United-States,>50K
44,Private,Bachelors,Male,35,United-States,>50K
18,,HS-grad,Female,20,United-States,<=50K
27,Private,Bachelors,Male,35,United-States,<=50K
36,Private,Bachelors,Female,50,United-States,<=50K
21,Private,Bachelors,Male,30,United-States,<=50K
29,Private,HS-grad,Male,55,United-States,<=50K
25,Private,HS-grad,Male,40,United-States,<=50K
73,Private,HS-grad,Male,50,United-States,<=50K
45,Private,Assoc-voc,Male,40,United-States,>50K
28,Private,Bachelors,Female,50,United-States,>50K
43,Private,Bachelors,Male,50,United-States,<=50K
47,Private,HS-grad,Male,42,United-States,<=50K
20,Private,Some-college,Female,15,United-States,<=50K
22,Private,Some-college,Male,20,United-States,<=50K
76,Self-emp-not-inc,7th-8th,Male,10,United-States,<=50K
24,Private,Some-college,Male,40,United-States,<=50K
54,Self-emp-not-inc,Some-college,Male,50,United-States,<=50K
30,Private,Some-college,Male,40,United-States,>50K
33,Private,Some-college,Male,58,United-States,<=50K
30,Private,Some-college,Male,50,United-States,<=50K
40,Private,Assoc-acdm,Male,50,United-States,>50K
27,,Some-college,Male,30,United-States,<=50K
49,Private,Assoc-voc,Female,40,United-States,<=50K
30,Private,HS-grad,Male,40,United-States,<=50K
22,Private,HS-grad,Female,40,United-States,<=50K
19,Private,HS-grad,Male,58,United-States,<=50K
46,Private,HS-grad,Male,40,United-States,<=50K
51,Private,HS-grad,Male,50,United-States,<=50K
56,Private,7th-8th,Female,40,Dominican-Republic,<=50K
53,Private,Some-college,Female,40,United-States,<=50K
60,,Assoc-voc,Female,40,United-States,<=50K
27,Private,Bachelors,Female,40,United-States,<=50K
46,Private,Some-college,Female,45,United-States,<=50K
37,Private,HS-grad,Male,40,United-States,>50K
41,Private,Bachelors,Male,30,Vietnam,<=50K
65,,Assoc-voc,Male,50,United-States,>50K
30,Self-emp-not-inc,Some-college,Female,55,United-States,>50K
57,Self-emp-not-inc,HS-grad,Male,72,United-States,<=50K
44,Self-emp-inc,Some-college,Male,50,United-States,<=50K
27,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
57,Local-gov,Some-college,Female,40,Mexico,<=50K
59,Self-emp-not-inc,Bachelors,Male,30,United-States,<=50K
22,Private,Bachelors,Female,30,United-States,<=50K
39,Private,HS-grad,Female,40,United-States,<=50K
38,Local-gov,Bachelors,Male,50,United-States,>50K
61,Private,9th,Male,25,United-States,<=50K
24,Private,Some-college,Male,43,United-States,<=50K
25,Private,Some-college,Male,45,United-States,<=50K
44,Private,Assoc-voc,Male,40,United-States,<=50K
55,Local-gov,HS-grad,Female,40,United-States,>50K
30,Private,HS-grad,Female,35,United-States,<=50K
44,Private,HS-grad,Male,40,United-States,>50K
36,Private,10th,Male,40,United-States,<=50K
63,Self-emp-inc,Some-college,Male,45,United-States,>50K
60,Private,5th-6th,Male,40,United-States,<=50K
34,Self-emp-not-inc,Prof-school,Female,60,United-States,>50K
49,Self-emp-not-inc,11th,Male,65,United-States,<=50K
47,Private,Masters,Male,65,United-States,>50K
42,Self-emp-inc,HS-grad,Male,43,United-States,>50K
53,Private,5th-6th,Male,45,Italy,<=50K
28,,Assoc-voc,Female,40,Mexico,<=50K
20,Private,Some-college,Male,35,United-States,<=50K
43,Private,Bachelors,Male,44,United-States,>50K
31,Private,HS-grad,Male,60,United-States,<=50K
29,,HS-grad,Female,40,United-States,<=50K
24,Private,Some-college,Male,20,United-States,<=50K
39,Private,Assoc-voc,Male,40,United-States,<=50K
29,Private,Some-college,Male,40,Jamaica,>50K
20,Private,5th-6th,Male,25,Mexico,<=50K
23,,Some-college,Male,40,United-States,<=50K
42,Private,11th,Female,38,United-States,<=50K
53,Private,HS-grad,Male,40,United-States,<=50K
20,Private,HS-grad,Male,48,United-States,<=50K
51,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
25,Private,HS-grad,Male,48,United-States,<=50K
38,Private,Assoc-acdm,Female,36,United-States,<=50K
41,Private,Some-college,Male,40,United-States,>50K
58,Private,Bachelors,Male,40,United-States,>50K
25,Private,10th,Male,40,Dominican-Republic,<=50K
50,Private,HS-grad,Male,40,United-States,<=50K
32,Private,Bachelors,Male,45,United-States,>50K
31,Self-emp-inc,Doctorate,Male,40,United-States,<=50K
22,Private,Some-college,Female,20,United-States,<=50K
37,Private,HS-grad,Male,40,El-Salvador,<=50K
32,Private,Some-college,Female,40,United-States,<=50K
62,Private,HS-grad,Male,40,United-States,>50K
40,Local-gov,HS-grad,Male,40,,<=50K
37,Private,Some-college,Female,40,Japan,>50K
41,Private,1st-4th,Male,40,Mexico,<=50K
56,Private,7th-8th,Male,48,United-States,<=50K
20,Private,Some-college,Male,30,United-States,<=50K
34,Self-emp-not-inc,Bachelors,Male,60,United-States,>50K
45,Private,HS-grad,Male,50,United-States,>50K
30,Private,Some-college,Male,40,United-States,>50K
51,Self-emp-not-inc,HS-grad,Male,45,United-States,>50K
27,Private,11th,Male,42,United-States,<=50K
38,Private,Assoc-voc,Male,40,United-States,>50K
39,Private,Some-college,Male,50,United-States,<=50K
57,,Bachelors,Male,,United-States,<=50K
47,Private,Some-college,Male,50,United-States,>50K
77,,HS-grad,Male,15,United-States,<=50K
43,Private,HS-grad,Male,40,United-States,>50K
46,Local-gov,HS-grad,Male,65,United-States,<=50K
41,Private,Some-college,Male,40,United-States,>50K
20,Private,HS-grad,Female,30,United-States,<=50K
30,State-gov,10th,Male,40,United-States,<=50K
30,Private,HS-grad,Male,25,United-States,<=50K
22,Private,Some-college,Male,35,United-States,<=50K
25,Private,HS-grad,Male,44,United-States,>50K
18,Private,HS-grad,Female,22,United-States,<=50K
28,Private,HS-grad,Female,48,United-States,<=50K
21,Private,Some-college,Female,40,United-States,<=50K
37,Private,Assoc-voc,Male,40,United-States,<=50K
28,Federal-gov,Bachelors,Female,40,United-States,<=50K
23,Private,5th-6th,Male,35,Mexico,<=50K
32,Private,Assoc-voc,Female,35,England,<=50K
27,Private,12th,Male,50,United-States,<=50K
55,Private,HS-grad,Female,40,United-States,<=50K
44,Private,HS-grad,Male,40,United-States,>50K
25,Private,Bachelors,Male,40,United-States,<=50K
29,Private,HS-grad,Female,32,United-States,<=50K
50,Private,HS-grad,Female,55,United-States,<=50K
18,Private,HS-grad,Male,40,United-States,<=50K
74,Private,Bachelors,Female,,United-States,<=50K
22,Private,9th,Male,40,United-States,<=50K
27,Private,Bachelors,Male,40,United-States,<=50K
27,State-gov,Some-college,Female,80,United-States,<=50K
23,Private,HS-grad,Female,40,United-States,<=50K
46,State-gov,Bachelors,Male,40,United-States,>50K
32,Private,Prof-school,Male,60,United-States,<=50K
41,Private,HS-grad,Male,40,United-States,<=50K
29,Private,Assoc-voc,Male,40,United-States,>50K
48,Private,9th,Female,45,China,<=50K
51,Private,HS-grad,Male,40,Haiti,<=50K
34,State-gov,12th,Female,40,United-States,<=50K
58,Private,Bachelors,Male,45,United-States,>50K
52,Private,HS-grad,Male,40,United-States,<=50K
53,Private,Some-college,Female,40,United-States,<=50K
54,Private,Assoc-voc,Male,20,United-States,<=50K
36,Private,HS-grad,Male,60,United-States,<=50K
25,Private,Assoc-voc,Female,60,United-States,<=50K
20,Private,Some-college,Female,48,United-States,<=50K
23,Private,Assoc-acdm,Male,40,United-States,<=50K
39,Self-emp-inc,Bachelors,Male,60,United-States,>50K
20,Self-emp-not-inc,10th,Male,40,United-States,<=50K
28,Private,Assoc-voc,Male,40,United-States,<=50K
73,State-gov,HS-grad,Female,40,United-States,<=50K
67,Private,HS-grad,Male,24,United-States,<=50K
56,Private,Bachelors,Male,45,United-States,>50K
32,Private,Assoc-voc,Male,40,United-States,<=50K
33,Private,HS-grad,Male,40,United-States,<=50K
37,Private,HS-grad,Male,40,United-States,<=50K
33,Private,Some-college,Male,45,United-States,<=50K
31,Private,10th,Female,40,United-States,<=50K
59,Private,Masters,Male,40,United-States,>50K
21,Private,HS-grad,Male,40,United-States,<=50K
58,Self-emp-inc,Some-college,Male,50,United-States,>50K
24,Local-gov,10th,Male,40,United-States,<=50K
26,State-gov,Some-college,Male,40,United-States,<=50K
26,Private,11th,Male,40,United-States,<=50K
33,Local-gov,Masters,Female,40,Germany,<=50K
25,Private,Bachelors,Male,40,United-States,<=50K
21,Private,10th,Male,50,United-States,<=50K
24,Private,HS-grad,Male,40,United-States,<=50K
39,Self-emp-not-inc,Assoc-acdm,Female,40,United-States,>50K
68,Private,Some-college,Female,40,United-States,<=50K
66,Self-emp-not-inc,Some-college,Female,20,United-States,<=50K
38,Private,Bachelors,Male,40,United-States,<=50K
41,Private,Masters,Male,50,United-States,>50K
71,,7th-8th,Female,16,Poland,<=50K
37,Private,HS-grad,Male,40,United-States,<=50K
27,State-gov,Bachelors,Male,40,United-States,<=50K
49,Private,Bachelors,Female,40,United-States,<=50K
19,State-gov,Some-college,Male,10,United-States,<=50K
25,Private,Some-college,Male,50,United-States,<=50K
47,Federal-gov,Some-college,Male,40,United-States,>50K
40,Private,Some-college,Male,40,United-States,<=50K
25,Private,HS-grad,Male,40,United-States,<=50K
25,Private,Some-college,Female,50,United-States,<=50K
23,Private,10th,Male,40,United-States,<=50K
28,Private,Masters,Female,40,United-States,<=50K
29,Private,HS-grad,Male,40,United-States,<=50K
32,Private,11th,Male,40,United-States,<=50K
34,Private,HS-grad,Female,40,United-States,<=50K
52,Private,Bachelors,Male,40,United-States,>50K
33,Self-emp-not-inc,HS-grad,Male,94,United-States,<=50K
19,Private,Some-college,Male,35,United-States,<=50K
41,Private,10th,Male,50,United-States,<=50K
18,Self-emp-inc,HS-grad,Female,30,India,<=50K
40,Private,Masters,Male,50,United-States,>50K
51,Self-emp-not-inc,Masters,Male,60,United-States,>50K
49,Private,Some-college,Male,40,United-States,<=50K
